Node,X,Y,Z,Magnitude,Theta,Radius,Alpha
190.0,-6.670900473487823,14.375417328976438,30.0,0.8478246498919474,24.893618206200472,14.999999696352432,
191.0,-5.661273953794627,14.699156530744617,30.0,0.7516736010545468,21.063829700557733,15.000000135258224,
192.0,-4.632899359906905,14.935060046498815,30.0,0.6371284235723695,17.23404312888215,14.999999671814937,
193.0,-3.6082062587649446,15.140676394293221,30.0,0.5646789023210602,13.40425540008897,15.000000152593579,
194.0,-2.5846859678620375,15.323103928865379,30.0,0.5395661480444214,9.574467945423862,14.999999983842033,
195.0,-1.5546255702916738,15.453391846321576,30.0,0.5313932012678678,5.744680882102443,15.000000175366532,
196.0,-0.5199986069262597,15.553153153488022,30.0,0.5618430069597775,1.9148934911890478,15.000000443192896,
197.0,0.5217415908592009,15.60528578556045,30.0,0.6140047680476639,358.0851065088109,15.000000443192896,
198.0,1.5733909967997022,15.639925179191861,30.0,0.7188680675932623,354.2553191178975,15.000000175366532,
199.0,2.6025937819315783,15.429268971558486,30.0,0.6472309338138562,350.42553205457614,14.999999983842033,
200.0,3.6242692822157414,15.208079702901658,30.0,0.6339697872464605,346.59574459991103,15.000000152593579,
201.0,4.609594923947366,14.85993362492843,30.0,0.5584704554231511,342.76595687111785,14.999999671814937,
202.0,5.675993758594108,14.737375616522035,30.0,0.7926293231333529,338.93617029944227,15.000000135258224,
203.0,6.5763006310296515,14.171559960695141,30.0,0.6230871212153003,335.1063817937995,14.999999696352432,
204.0,7.476214253382382,13.642352305833148,30.0,0.556591760881636,331.27659597763784,15.00000028233107,
205.0,8.44742277013005,13.232671475868905,30.0,0.6991255045011165,327.44680719692434,15.000000135023722,
206.0,9.347846762084455,12.68699964867844,30.0,0.7588766396168812,323.6170202716843,15.000000197676432,
207.0,10.198190275948354,12.06247550261632,30.0,0.7957719677612034,319.78723309292707,14.99999962325854,
208.0,10.987841778472978,11.361345342256287,30.0,0.8054687721303727,315.95744805938625,14.999999741481137,
209.0,11.708097576997393,10.589349578659743,30.0,0.7865089087978282,312.12766080420585,15.000000311785216,
210.0,12.315705347951432,9.725615537211699,30.0,0.6928070538194816,308.29787260768626,15.000000081782904,
211.0,12.808969214411642,8.792859163411531,30.0,0.5365393112968476,304.46808370605595,15.000000348593167,
212.0,13.359934846778733,7.913101236362557,30.0,0.5275569592288177,300.6382966131462,15.000000166317212,
213.0,13.90327137750624,7.025640482153776,30.0,0.577566840268916,296.80851204641647,14.999999695652612,
214.0,14.393841958261952,6.103516228925936,30.0,0.6344359203698975,292.97872338807423,15.000000323901418,
215.0,14.83600235838707,5.151621583263269,30.0,0.7049728481897473,289.14893659651756,14.999999960293897,
216.0,15.014072159194505,4.1127792769332965,30.0,0.5671876026999711,285.3191489677556,14.999999560762525,
217.0,15.294813553298436,3.1088077813872554,30.0,0.6075623677712839,281.4893619572127,15.000000140569838,
218.0,15.542542559081692,2.09026858370029,30.0,0.6824696019631992,277.65957432572736,14.999999972465124,
219.0,15.61417140760315,1.0452457605846959,30.0,0.6491178664979032,273.82978711640965,14.999999918413552,
220.0,1.0180417162131243,2.905338682090275e-15,45.5323179107553,0.5656448904043532,270.00000000000017,0.9810469150000027,
221.0,2.032340087694313,2.9199306014167938e-15,45.43715772437315,0.5703636385347521,270.00000000000006,1.9578928900000028,
222.0,3.0391573752377234,2.9964616374984908e-15,45.27887437504551,0.5782058619127581,270.00000000000006,2.9263548900000025,
223.0,4.034834649701806,3.069348108274431e-15,45.05820887940978,0.5894045360159883,270.00000000000006,3.8822855900000026,
224.0,5.017070610371401,3.1396599673469963e-15,44.77981499495842,0.6081358510552324,270.00000000000006,4.821591850000003,
225.0,5.981673474572251,3.207106043107168e-15,44.44103633992709,0.6308657613172038,270.00000000000006,5.740251540000003,
226.0,6.908064684612923,3.0166857922219976e-15,44.00816909303826,0.6189043158367963,270.0,6.634330270000003,
227.0,7.781986275619383,3.0398441477393713e-15,43.47879577795115,0.5639725698940388,270.0,7.500000000000003,
228.0,8.637069006247462,3.0551906773379787e-15,42.926287318288324,0.5463138018375225,270.0,8.333553310000001,
229.0,9.468836653170495,3.0628095222119015e-15,42.34002961241744,0.5542657438884597,270.0,9.131421090000002,
230.0,10.278360730546797,3.0618168754336442e-15,41.72022443700123,0.5887251796218929,270.0,9.890187260000001,
231.0,11.022635592111826,3.0594800947478834e-15,41.02263559071559,0.5883607716441185,270.0,10.606601700000002,
232.0,11.708748644456787,3.0539219276625955e-15,40.26829573071605,0.5734615394192133,270.0,11.277597400000001,
233.0,12.347337357818576,3.042672319711107e-15,39.47444586300224,0.56347827808567,270.0,11.900300000000001,
234.0,12.944692120708828,3.0241215543883595e-15,38.64936666680509,0.5684490554679058,270.0,12.472044000000002,
235.0,13.489276012870047,2.999998695861607e-15,37.78803705450783,0.5760741090156573,270.0,12.990381200000002,
236.0,13.973591352377461,2.9713555960695075e-15,36.891013232642955,0.5803506282320726,270.0,13.453090700000002,
237.0,14.401583487616188,2.937209699750434e-15,35.96533104461692,0.5881611928072847,270.0,13.858193400000001,
238.0,14.77198083813062,2.8976035414207087e-15,35.01441219044338,0.5998637331179414,270.0,14.203951800000002,
239.0,15.065789369643687,2.8559050652786663e-15,34.03686642776976,0.59725245817054,270.0,14.488887800000002,
240.0,15.296729756194177,2.8095408767883837e-15,33.042709243917976,0.5964100118425893,270.0,14.711779600000002,
241.0,15.454124788120811,2.7604891741922078e-15,32.03457470587873,0.5874781477791206,270.0,14.871672600000002,
242.0,15.538328623634797,2.7087715924290883e-15,31.018435600296268,0.5716685091994248,270.0,14.967884100000001,
243.0,14.9678841,8.564467826052243e-16,-0.9810466999999994,0.0,270.0,14.9678841,
244.0,14.8716726,7.907409181087834e-16,-1.9578933999999988,0.0,270.0,14.8716726,
245.0,14.7117796,7.216491011561878e-16,-2.9263553999999976,0.0,270.0,14.7117796,
246.0,14.4888878,6.494670410867937e-16,-3.882286100000001,0.0,270.0,14.4888878,
247.0,14.2039518,5.745038265062382e-16,-4.821592299999998,0.0,270.0,14.2039518,
248.0,13.8581934,4.970805781749591e-16,-5.7402514999999985,0.0,270.0,13.8581934,
249.0,13.4530907,4.175286304077004e-16,-6.634330699999999,0.0,270.0,13.4530907,
250.0,12.9903812,3.361888881339401e-16,-7.499999999999999,0.0,270.0,12.9903812,
251.0,12.472044,2.5340946945280457e-16,-8.333553299999998,0.0,270.0,12.472044,
252.0,11.9003,1.6954487899647614e-16,-9.131422,0.0,270.0,11.9003,
253.0,11.2775974,8.495442813582546e-17,-9.8901863,0.0,270.0,11.2775974,
254.0,10.6066017,9.860761315262648e-32,-10.606601699999999,0.0,270.0,10.6066017,
255.0,9.89018726,-8.49543693527792e-17,-11.277597400000001,0.0,270.0,9.89018726,
256.0,9.13142109,-1.6954499595024555e-16,-11.900300999999999,0.0,270.0,9.13142109,
257.0,8.33355331,-2.5340946884048117e-16,-12.472044,0.0,270.0,8.33355331,
258.0,7.499999999999999,-3.361888881339403e-16,-12.990381200000002,0.0,270.0,7.499999999999999,
259.0,6.6343302699999995,-4.175286567376065e-16,-13.4530907,0.0,270.0,6.6343302699999995,
260.0,5.740251539999999,-4.970805144933256e-16,-13.8581924,0.0,270.0,5.740251539999999,
