Node,X,Y,Z,Thickness,Theta,Radius,Alpha
1151.0,-14.8661623,-1.9993042900000002,9.999999999999998,0.145,97.6595743257273,14.999999972465123,
1152.0,-14.6994257,-2.9877898700000003,9.999999999999998,0.145,101.48936195721265,15.000000140569837,
1153.0,-14.4670372,-3.9629309200000002,10.0,0.145,105.31914896775558,14.999999560762523,
1154.0,-14.1700363,-4.92037296,10.0,0.145,109.14893659651756,14.999999960293895,
1155.0,-13.8097486,-5.85583925,10.0,0.55,112.9787233880742,15.000000323901414,
1156.0,-13.3877821,-6.76515198,10.0,0.55,116.80851204641647,14.999999695652608,
1157.0,-12.906024,-7.64424944,10.0,0.75,120.63829661314622,15.00000016631721,
1158.0,-12.3666239,-8.48920631,10.0,0.75,124.46808370605592,15.000000348593163,
1159.0,-11.7719908,-9.29624844,10.0,0.75,128.2978726076862,15.0000000817829,
1160.0,-11.1247816,-10.0617714,10.0,0.75,132.12766080420582,15.000000311785213,
1161.0,-10.427886,-10.7823553,10.0,0.75,135.95744805938622,14.999999741481135,
1162.0,-9.68441772,-11.4547825,10.0,0.75,139.78723309292704,14.999999623258537,
1163.0,-8.8976965,-12.0760508,10.0,0.145,143.61702027168428,15.00000019767643,
1164.0,-8.07123566,-12.643384,10.0,0.145,147.44680719692434,15.000000135023718,
1165.0,-7.208726409999998,-13.1542492,10.0,0.145,151.27659597763784,15.000000282331067,
1166.0,-6.3140215899999985,-13.6063633,10.0,0.145,155.10638179379953,14.99999969635243,
1167.0,-5.391116619999998,-13.9977093,10.0,0.145,158.93617029944227,15.000000135258222,
1168.0,-4.444133759999998,-14.3265371,10.0,0.145,162.76595687111785,14.999999671814933,
1169.0,-3.4773023099999985,-14.5913801,10.000000000000002,0.145,166.59574459991103,15.000000152593577,
1170.0,-2.4949402799999985,-14.7910538,10.000000000000002,0.145,170.42553205457614,14.99999998384203,
1171.0,-1.5014353999999985,-14.9246674,10.000000000000002,0.145,174.25531911789753,15.00000017536653,
1172.0,-0.5012246369999984,-14.9916239,10.000000000000002,0.145,178.08510650881095,15.000000443192894,
1173.0,0.5012246370000015,-14.9916239,10.000000000000002,0.145,181.91489349118908,15.000000443192894,
1174.0,1.5014354000000016,-14.9246674,10.000000000000002,0.145,185.7446808821025,15.00000017536653,
1175.0,2.494940280000001,-14.7910538,10.000000000000002,0.145,189.57446794542386,14.99999998384203,
1176.0,3.477302310000001,-14.5913801,10.000000000000002,0.145,193.40425540008897,15.000000152593577,
1177.0,4.4441337600000015,-14.3265371,10.0,0.145,197.23404312888215,14.999999671814935,
1178.0,5.391116620000002,-13.997709299999999,10.0,0.145,201.06382970055776,15.000000135258222,
1179.0,6.314021590000002,-13.606363299999998,10.0,0.145,204.89361820620047,14.999999696352429,
1180.0,7.2087264100000015,-13.154249199999999,10.0,0.145,208.7234040223622,15.000000282331069,
1181.0,8.07123566,-12.643383999999998,10.0,0.145,212.55319280307566,15.000000135023718,
1182.0,8.8976965,-12.076050799999999,10.0,0.145,216.38297972831572,15.000000197676428,
1183.0,9.68441772,-11.454782499999999,10.0,0.145,220.21276690707296,14.999999623258537,
1184.0,10.427886,-10.782355299999999,10.0,0.145,224.04255194061375,14.999999741481135,
1185.0,11.1247816,-10.061771399999998,10.0,0.145,227.87233919579415,15.000000311785213,
1186.0,11.7719908,-9.296248439999998,10.0,0.145,231.70212739231377,15.0000000817829,
1187.0,12.3666239,-8.489206309999998,10.0,0.145,235.53191629394408,15.000000348593161,
1188.0,12.906024,-7.6442494399999985,10.0,0.145,239.36170338685378,15.000000166317209,
1189.0,13.3877821,-6.765151979999998,10.0,0.145,243.19148795358353,14.999999695652606,
1190.0,13.8097486,-5.855839249999998,10.0,0.145,247.0212766119258,15.000000323901412,
1191.0,14.1700363,-4.920372959999998,10.0,0.145,250.85106340348244,14.999999960293895,
1192.0,14.4670372,-3.9629309199999985,10.0,0.145,254.6808510322444,14.999999560762523,
1193.0,14.6994257,-2.9877898699999985,10.000000000000002,0.145,258.5106380427874,15.000000140569837,
1194.0,14.8661623,-1.9993042899999984,10.000000000000002,0.145,262.3404256742727,14.999999972465123,
1195.0,14.9665031,-1.0018894699999985,10.000000000000002,0.145,266.17021288359035,14.999999918413549,
1196.0,14.9665031,1.0018894700000016,11.000000000000002,0.145,273.82978711640965,14.99999991841355,
1197.0,14.8661623,1.9993042900000015,11.000000000000002,0.145,277.65957432572736,14.999999972465123,
1198.0,14.6994257,2.9877898700000016,11.000000000000002,0.145,281.4893619572127,15.000000140569837,
1199.0,14.4670372,3.9629309200000016,11.0,0.145,285.3191489677556,14.999999560762523,
1200.0,14.1700363,4.920372960000002,11.0,0.145,289.14893659651756,14.999999960293895,
1201.0,13.8097486,5.855839250000002,11.0,0.145,292.97872338807423,15.000000323901416,
1202.0,13.3877821,6.7651519800000015,11.0,0.145,296.80851204641647,14.99999969565261,
1203.0,12.906024,7.644249440000002,11.0,0.145,300.6382966131462,15.00000016631721,
1204.0,12.3666239,8.489206310000002,11.0,0.145,304.46808370605595,15.000000348593163,
1205.0,11.7719908,9.296248440000001,11.0,0.145,308.29787260768626,15.000000081782902,
1206.0,11.1247816,10.061771400000001,11.0,0.145,312.12766080420585,15.000000311785215,
1207.0,10.427886,10.782355300000003,11.0,0.145,315.95744805938625,14.999999741481137,
1208.0,9.68441772,11.454782500000002,11.0,0.145,319.78723309292707,14.999999623258539,
1209.0,8.8976965,12.076050800000003,11.0,0.145,323.6170202716843,15.00000019767643,
1210.0,8.07123566,12.643384000000001,11.0,0.145,327.44680719692434,15.000000135023722,
1211.0,7.20872641,13.154249200000002,11.0,0.145,331.27659597763784,15.00000028233107,
1212.0,6.31402159,13.606363300000002,11.0,0.145,335.1063817937995,14.999999696352432,
1213.0,5.39111662,13.997709300000002,11.0,0.145,338.93617029944227,15.000000135258224,
1214.0,4.44413376,14.326537100000001,11.0,0.145,342.76595687111785,14.999999671814937,
1215.0,3.47730231,14.5913801,10.999999999999998,0.145,346.59574459991103,15.000000152593577,
1216.0,2.49494028,14.7910538,10.999999999999998,0.145,350.42553205457614,14.99999998384203,
1217.0,1.5014353999999999,14.9246674,10.999999999999998,0.145,354.2553191178975,15.00000017536653,
1218.0,0.5012246369999998,14.9916239,10.999999999999998,0.145,358.0851065088109,15.000000443192894,
1219.0,-0.5012246370000002,14.9916239,10.999999999999998,0.145,1.9148934911891047,15.000000443192894,
1220.0,-1.5014354000000003,14.9246674,10.999999999999998,0.145,5.744680882102443,15.00000017536653,
1221.0,-2.49494028,14.7910538,10.999999999999998,0.145,9.574467945423862,14.99999998384203,
1222.0,-3.47730231,14.5913801,10.999999999999998,0.145,13.40425540008897,15.000000152593577,
1223.0,-4.44413376,14.3265371,11.0,0.145,17.23404312888215,14.999999671814935,
1224.0,-5.39111662,13.9977093,11.0,0.145,21.06382970055779,15.000000135258224,
1225.0,-6.31402159,13.6063633,11.0,0.145,24.893618206200472,14.99999969635243,
1226.0,-7.20872641,13.1542492,11.0,0.145,28.72340402236216,15.000000282331069,
1227.0,-8.07123566,12.643384,11.0,0.145,32.55319280307566,15.000000135023718,
1228.0,-8.8976965,12.0760508,11.0,0.145,36.38297972831572,15.00000019767643,
1229.0,-9.68441772,11.4547825,11.0,0.145,40.21276690707293,14.999999623258537,
1230.0,-10.427886,10.7823553,11.0,0.145,44.04255194061375,14.999999741481135,
1231.0,-11.1247816,10.0617714,11.0,0.145,47.87233919579421,15.000000311785213,
1232.0,-11.7719908,9.29624844,11.0,0.145,51.7021273923138,15.0000000817829,
1233.0,-12.3666239,8.48920631,11.0,0.145,55.53191629394405,15.000000348593163,
1234.0,-12.906024,7.64424944,11.0,0.145,59.361703386853776,15.00000016631721,
1235.0,-13.3877821,6.76515198,11.0,0.145,63.19148795358353,14.999999695652608,
1236.0,-13.8097486,5.85583925,11.0,0.145,67.02127661192583,15.000000323901414,
1237.0,-14.1700363,4.92037296,11.0,0.145,70.85106340348244,14.999999960293895,
1238.0,-14.4670372,3.96293092,11.0,0.145,74.68085103224439,14.999999560762523,
1239.0,-14.6994257,2.9877898699999994,10.999999999999998,0.145,78.51063804278738,15.000000140569837,
1240.0,-14.8661623,1.9993042899999998,10.999999999999998,0.145,82.3404256742727,14.999999972465123,
1241.0,-14.9665031,1.0018894699999998,10.999999999999998,0.145,86.17021288359035,14.999999918413549,
1242.0,-15.0,-2.449293598294707e-16,10.999999999999998,0.145,90.0,15.0,
1243.0,-14.9665031,-1.0018894700000003,10.999999999999998,0.145,93.82978711640962,14.999999918413549,
1244.0,-14.8661623,-1.9993042900000002,10.999999999999998,0.145,97.6595743257273,14.999999972465123,
1245.0,-14.6994257,-2.9877898700000003,10.999999999999998,0.145,101.48936195721265,15.000000140569837,
1246.0,-14.4670372,-3.96293092,11.0,0.145,105.31914896775558,14.999999560762523,
1247.0,-14.1700363,-4.92037296,11.0,0.145,109.14893659651756,14.999999960293895,
1248.0,-13.8097486,-5.85583925,11.0,0.55,112.9787233880742,15.000000323901414,
1249.0,-13.3877821,-6.76515198,11.0,0.55,116.80851204641647,14.999999695652608,
1250.0,-12.906024,-7.64424944,11.0,0.75,120.63829661314622,15.00000016631721,
1251.0,-12.3666239,-8.48920631,11.0,0.75,124.46808370605592,15.000000348593163,
1252.0,-11.7719908,-9.29624844,11.0,0.75,128.2978726076862,15.0000000817829,
1253.0,-11.1247816,-10.0617714,11.0,0.75,132.12766080420582,15.000000311785213,
1254.0,-10.427886,-10.7823553,11.0,0.75,135.95744805938622,14.999999741481135,
1255.0,-9.68441772,-11.4547825,11.0,0.75,139.78723309292704,14.999999623258537,
1256.0,-8.8976965,-12.0760508,11.0,0.145,143.61702027168428,15.00000019767643,
1257.0,-8.07123566,-12.643384,11.0,0.145,147.44680719692434,15.000000135023718,
1258.0,-7.208726409999998,-13.1542492,11.0,0.145,151.27659597763784,15.000000282331067,
1259.0,-6.3140215899999985,-13.6063633,11.0,0.145,155.10638179379953,14.99999969635243,
1260.0,-5.391116619999998,-13.9977093,11.0,0.145,158.93617029944227,15.000000135258222,
1261.0,-4.444133759999998,-14.3265371,11.0,0.145,162.76595687111785,14.999999671814933,
1262.0,-3.477302309999998,-14.5913801,11.000000000000002,0.145,166.59574459991103,15.000000152593577,
1263.0,-2.494940279999998,-14.7910538,11.000000000000002,0.145,170.42553205457614,14.99999998384203,
1264.0,-1.5014353999999985,-14.9246674,11.000000000000002,0.145,174.25531911789753,15.00000017536653,
1265.0,-0.5012246369999984,-14.9916239,11.000000000000002,0.145,178.08510650881095,15.000000443192894,
1266.0,0.5012246370000015,-14.9916239,11.000000000000002,0.145,181.91489349118908,15.000000443192894,
1267.0,1.5014354000000016,-14.9246674,11.000000000000002,0.145,185.7446808821025,15.00000017536653,
1268.0,2.4949402800000016,-14.7910538,11.000000000000002,0.145,189.57446794542386,14.99999998384203,
1269.0,3.4773023100000016,-14.5913801,11.000000000000002,0.145,193.40425540008897,15.000000152593577,
1270.0,4.4441337600000015,-14.326537099999998,11.0,0.145,197.23404312888215,14.999999671814933,
1271.0,5.391116620000002,-13.997709299999999,11.0,0.145,201.06382970055776,15.000000135258222,
1272.0,6.314021590000002,-13.606363299999998,11.0,0.145,204.89361820620047,14.999999696352429,
1273.0,7.2087264100000015,-13.154249199999999,11.0,0.145,208.7234040223622,15.000000282331069,
1274.0,8.07123566,-12.643383999999998,11.0,0.145,212.55319280307566,15.000000135023718,
1275.0,8.8976965,-12.076050799999999,11.0,0.145,216.38297972831572,15.000000197676428,
1276.0,9.68441772,-11.454782499999999,11.0,0.145,220.21276690707296,14.999999623258537,
1277.0,10.427886,-10.782355299999999,11.0,0.145,224.04255194061375,14.999999741481135,
1278.0,11.1247816,-10.061771399999998,11.0,0.145,227.87233919579415,15.000000311785213,
1279.0,11.7719908,-9.296248439999998,11.0,0.145,231.70212739231377,15.0000000817829,
1280.0,12.3666239,-8.489206309999998,11.0,0.145,235.53191629394408,15.000000348593161,
1281.0,12.906024,-7.6442494399999985,11.0,0.145,239.36170338685378,15.000000166317209,
1282.0,13.3877821,-6.765151979999998,11.0,0.145,243.19148795358353,14.999999695652606,
1283.0,13.8097486,-5.855839249999998,11.0,0.145,247.0212766119258,15.000000323901412,
1284.0,14.1700363,-4.920372959999998,11.0,0.145,250.85106340348244,14.999999960293895,
1285.0,14.4670372,-3.962930919999998,11.0,0.145,254.6808510322444,14.999999560762522,
1286.0,14.6994257,-2.987789869999998,11.000000000000002,0.145,258.5106380427874,15.000000140569837,
1287.0,14.8661623,-1.9993042899999984,11.000000000000002,0.145,262.3404256742727,14.999999972465123,
1288.0,14.9665031,-1.0018894699999985,11.000000000000002,0.145,266.17021288359035,14.999999918413549,
1289.0,14.9665031,1.0018894700000016,12.000000000000002,0.145,273.82978711640965,14.99999991841355,
1290.0,14.8661623,1.9993042900000015,12.000000000000002,0.145,277.65957432572736,14.999999972465123,
1291.0,14.6994257,2.9877898700000016,12.000000000000002,0.145,281.4893619572127,15.000000140569837,
1292.0,14.4670372,3.9629309200000016,12.0,0.145,285.3191489677556,14.999999560762523,
1293.0,14.1700363,4.920372960000002,12.0,0.145,289.14893659651756,14.999999960293895,
1294.0,13.8097486,5.855839250000002,12.0,0.145,292.97872338807423,15.000000323901416,
1295.0,13.3877821,6.7651519800000015,12.0,0.145,296.80851204641647,14.99999969565261,
1296.0,12.906024,7.644249440000002,12.0,0.145,300.6382966131462,15.00000016631721,
1297.0,12.3666239,8.489206310000002,12.0,0.145,304.46808370605595,15.000000348593163,
1298.0,11.7719908,9.296248440000001,12.0,0.145,308.29787260768626,15.000000081782902,
1299.0,11.1247816,10.061771400000001,12.0,0.145,312.12766080420585,15.000000311785215,
1300.0,10.427886,10.782355300000003,12.0,0.145,315.95744805938625,14.999999741481137,
1301.0,9.68441772,11.454782500000002,12.0,0.145,319.78723309292707,14.999999623258539,
1302.0,8.8976965,12.076050800000003,12.0,0.145,323.6170202716843,15.00000019767643,
1303.0,8.07123566,12.643384000000001,12.0,0.145,327.44680719692434,15.000000135023722,
1304.0,7.20872641,13.154249200000002,12.0,0.145,331.27659597763784,15.00000028233107,
1305.0,6.31402159,13.606363300000002,12.0,0.145,335.1063817937995,14.999999696352432,
1306.0,5.39111662,13.997709300000002,12.0,0.145,338.93617029944227,15.000000135258224,
1307.0,4.44413376,14.326537100000001,12.0,0.145,342.76595687111785,14.999999671814937,
1308.0,3.47730231,14.591380100000002,11.999999999999998,0.145,346.59574459991103,15.000000152593579,
1309.0,2.49494028,14.7910538,11.999999999999998,0.145,350.42553205457614,14.99999998384203,
1310.0,1.5014353999999999,14.9246674,11.999999999999998,0.145,354.2553191178975,15.00000017536653,
1311.0,0.5012246369999999,14.9916239,11.999999999999998,0.145,358.0851065088109,15.000000443192894,
1312.0,-0.5012246370000001,14.9916239,11.999999999999998,0.145,1.9148934911890478,15.000000443192894,
1313.0,-1.5014354000000003,14.9246674,11.999999999999998,0.145,5.744680882102443,15.00000017536653,
1314.0,-2.49494028,14.7910538,11.999999999999998,0.145,9.574467945423862,14.99999998384203,
1315.0,-3.47730231,14.5913801,11.999999999999998,0.145,13.40425540008897,15.000000152593577,
1316.0,-4.44413376,14.3265371,12.0,0.145,17.23404312888215,14.999999671814935,
1317.0,-5.39111662,13.9977093,12.0,0.145,21.06382970055779,15.000000135258224,
1318.0,-6.31402159,13.6063633,12.0,0.145,24.893618206200472,14.99999969635243,
1319.0,-7.20872641,13.1542492,12.0,0.145,28.72340402236216,15.000000282331069,
1320.0,-8.07123566,12.643384,12.0,0.145,32.55319280307566,15.000000135023718,
1321.0,-8.8976965,12.0760508,12.0,0.145,36.38297972831572,15.00000019767643,
1322.0,-9.68441772,11.4547825,12.0,0.145,40.21276690707293,14.999999623258537,
1323.0,-10.427886,10.7823553,12.0,0.145,44.04255194061375,14.999999741481135,
1324.0,-11.1247816,10.0617714,12.0,0.145,47.87233919579421,15.000000311785213,
1325.0,-11.7719908,9.29624844,12.0,0.145,51.7021273923138,15.0000000817829,
1326.0,-12.3666239,8.48920631,12.0,0.145,55.53191629394405,15.000000348593163,
1327.0,-12.906024,7.64424944,12.0,0.145,59.361703386853776,15.00000016631721,
1328.0,-13.3877821,6.76515198,12.0,0.145,63.19148795358353,14.999999695652608,
1329.0,-13.8097486,5.85583925,12.0,0.145,67.02127661192583,15.000000323901414,
1330.0,-14.1700363,4.92037296,12.0,0.145,70.85106340348244,14.999999960293895,
1331.0,-14.4670372,3.96293092,12.0,0.145,74.68085103224439,14.999999560762523,
1332.0,-14.6994257,2.98778987,11.999999999999998,0.145,78.51063804278738,15.000000140569837,
1333.0,-14.8661623,1.9993042899999998,11.999999999999998,0.145,82.3404256742727,14.999999972465123,
1334.0,-14.9665031,1.0018894699999998,11.999999999999998,0.145,86.17021288359035,14.999999918413549,
1335.0,-15.0,-1.8369701987210312e-16,11.999999999999998,0.145,90.0,15.0,
1336.0,-14.9665031,-1.0018894700000003,11.999999999999998,0.145,93.82978711640962,14.999999918413549,
1337.0,-14.8661623,-1.9993042900000002,11.999999999999998,0.145,97.6595743257273,14.999999972465123,
1338.0,-14.6994257,-2.98778987,11.999999999999998,0.145,101.48936195721265,15.000000140569837,
1339.0,-14.4670372,-3.96293092,12.0,0.145,105.31914896775558,14.999999560762523,
1340.0,-14.1700363,-4.92037296,12.0,0.145,109.14893659651756,14.999999960293895,
1341.0,-13.8097486,-5.85583925,12.0,0.55,112.9787233880742,15.000000323901414,
1342.0,-13.3877821,-6.76515198,12.0,0.55,116.80851204641647,14.999999695652608,
1343.0,-12.906024,-7.64424944,12.0,0.75,120.63829661314622,15.00000016631721,
1344.0,-12.3666239,-8.48920631,12.0,0.75,124.46808370605592,15.000000348593163,
1345.0,-11.7719908,-9.29624844,12.0,0.75,128.2978726076862,15.0000000817829,
1346.0,-11.1247816,-10.0617714,12.0,0.75,132.12766080420582,15.000000311785213,
1347.0,-10.427886,-10.7823553,12.0,0.75,135.95744805938622,14.999999741481135,
1348.0,-9.68441772,-11.4547825,12.0,0.75,139.78723309292704,14.999999623258537,
1349.0,-8.8976965,-12.0760508,12.0,0.145,143.61702027168428,15.00000019767643,
1350.0,-8.07123566,-12.643384,12.0,0.145,147.44680719692434,15.000000135023718,
1351.0,-7.208726409999998,-13.1542492,12.0,0.145,151.27659597763784,15.000000282331067,
1352.0,-6.3140215899999985,-13.6063633,12.0,0.145,155.10638179379953,14.99999969635243,
1353.0,-5.391116619999998,-13.9977093,12.0,0.145,158.93617029944227,15.000000135258222,
1354.0,-4.444133759999998,-14.3265371,12.0,0.145,162.76595687111785,14.999999671814933,
1355.0,-3.477302309999998,-14.5913801,12.000000000000002,0.145,166.59574459991103,15.000000152593577,
1356.0,-2.494940279999998,-14.7910538,12.000000000000002,0.145,170.42553205457614,14.99999998384203,
1357.0,-1.5014353999999985,-14.9246674,12.000000000000002,0.145,174.25531911789753,15.00000017536653,
1358.0,-0.5012246369999983,-14.9916239,12.000000000000002,0.145,178.08510650881095,15.000000443192894,
1359.0,0.5012246370000016,-14.9916239,12.000000000000002,0.145,181.91489349118908,15.000000443192894,
1360.0,1.5014354000000016,-14.9246674,12.000000000000002,0.145,185.7446808821025,15.00000017536653,
1361.0,2.4949402800000016,-14.7910538,12.000000000000002,0.145,189.57446794542386,14.99999998384203,
1362.0,3.4773023100000016,-14.591380099999999,12.000000000000002,0.145,193.404255400089,15.000000152593577,
1363.0,4.4441337600000015,-14.326537099999998,12.0,0.145,197.23404312888215,14.999999671814933,
1364.0,5.391116620000002,-13.997709299999999,12.0,0.145,201.06382970055776,15.000000135258222,
1365.0,6.314021590000002,-13.606363299999998,12.0,0.145,204.89361820620047,14.999999696352429,
1366.0,7.2087264100000015,-13.154249199999999,12.0,0.145,208.7234040223622,15.000000282331069,
1367.0,8.07123566,-12.643383999999998,12.0,0.145,212.55319280307566,15.000000135023718,
1368.0,8.8976965,-12.076050799999999,12.0,0.145,216.38297972831572,15.000000197676428,
1369.0,9.68441772,-11.454782499999999,12.0,0.145,220.21276690707296,14.999999623258537,
1370.0,10.427886,-10.782355299999999,12.0,0.145,224.04255194061375,14.999999741481135,
1371.0,11.1247816,-10.061771399999998,12.0,0.145,227.87233919579415,15.000000311785213,
1372.0,11.7719908,-9.296248439999998,12.0,0.145,231.70212739231377,15.0000000817829,
1373.0,12.3666239,-8.489206309999998,12.0,0.145,235.53191629394408,15.000000348593161,
1374.0,12.906024,-7.6442494399999985,12.0,0.145,239.36170338685378,15.000000166317209,
1375.0,13.3877821,-6.765151979999998,12.0,0.145,243.19148795358353,14.999999695652606,
1376.0,13.8097486,-5.855839249999998,12.0,0.145,247.0212766119258,15.000000323901412,
1377.0,14.1700363,-4.920372959999998,12.0,0.145,250.85106340348244,14.999999960293895,
1378.0,14.4670372,-3.962930919999998,12.0,0.145,254.6808510322444,14.999999560762522,
1379.0,14.6994257,-2.987789869999998,12.000000000000002,0.145,258.5106380427874,15.000000140569837,
1380.0,14.8661623,-1.9993042899999984,12.000000000000002,0.145,262.3404256742727,14.999999972465123,
1381.0,14.9665031,-1.0018894699999985,12.000000000000002,0.145,266.17021288359035,14.999999918413549,
1382.0,14.9665031,1.0018894700000018,13.000000000000002,0.145,273.82978711640965,14.99999991841355,
1383.0,14.8661623,1.9993042900000018,13.000000000000002,0.145,277.65957432572736,14.999999972465123,
1384.0,14.6994257,2.9877898700000016,13.000000000000002,0.145,281.4893619572127,15.000000140569837,
1385.0,14.4670372,3.9629309200000016,13.0,0.145,285.3191489677556,14.999999560762523,
1386.0,14.1700363,4.920372960000002,13.0,0.145,289.14893659651756,14.999999960293895,
1387.0,13.8097486,5.855839250000002,13.0,0.145,292.97872338807423,15.000000323901416,
1388.0,13.3877821,6.7651519800000015,13.0,0.145,296.80851204641647,14.99999969565261,
1389.0,12.906024,7.644249440000002,13.0,0.145,300.6382966131462,15.00000016631721,
1390.0,12.3666239,8.489206310000002,13.0,0.145,304.46808370605595,15.000000348593163,
1391.0,11.7719908,9.296248440000001,13.0,0.145,308.29787260768626,15.000000081782902,
1392.0,11.1247816,10.061771400000001,13.0,0.145,312.12766080420585,15.000000311785215,
1393.0,10.427886,10.782355300000003,13.0,0.145,315.95744805938625,14.999999741481137,
1394.0,9.68441772,11.454782500000002,13.0,0.145,319.78723309292707,14.999999623258539,
1395.0,8.8976965,12.076050800000003,13.0,0.145,323.6170202716843,15.00000019767643,
1396.0,8.07123566,12.643384000000001,13.0,0.145,327.44680719692434,15.000000135023722,
1397.0,7.20872641,13.154249200000002,13.0,0.145,331.27659597763784,15.00000028233107,
1398.0,6.31402159,13.606363300000002,13.0,0.145,335.1063817937995,14.999999696352432,
1399.0,5.39111662,13.997709300000002,13.0,0.145,338.93617029944227,15.000000135258224,
1400.0,4.44413376,14.326537100000001,13.0,0.145,342.76595687111785,14.999999671814937,
1401.0,3.47730231,14.591380100000002,12.999999999999998,0.145,346.59574459991103,15.000000152593579,
1402.0,2.49494028,14.791053800000002,12.999999999999998,0.145,350.42553205457614,14.999999983842033,
1403.0,1.5014354,14.9246674,12.999999999999998,0.145,354.2553191178975,15.00000017536653,
1404.0,0.5012246369999999,14.9916239,12.999999999999998,0.145,358.0851065088109,15.000000443192894,
1405.0,-0.5012246370000001,14.9916239,12.999999999999998,0.145,1.9148934911890478,15.000000443192894,
1406.0,-1.5014354,14.9246674,12.999999999999998,0.145,5.744680882102443,15.00000017536653,
1407.0,-2.49494028,14.7910538,12.999999999999998,0.145,9.574467945423862,14.99999998384203,
1408.0,-3.47730231,14.5913801,12.999999999999998,0.145,13.40425540008897,15.000000152593577,
1409.0,-4.44413376,14.3265371,13.0,0.145,17.23404312888215,14.999999671814935,
1410.0,-5.39111662,13.9977093,13.0,0.145,21.06382970055779,15.000000135258224,
1411.0,-6.31402159,13.6063633,13.0,0.145,24.893618206200472,14.99999969635243,
1412.0,-7.20872641,13.1542492,13.0,0.145,28.72340402236216,15.000000282331069,
1413.0,-8.07123566,12.643384,13.0,0.145,32.55319280307566,15.000000135023718,
1414.0,-8.8976965,12.0760508,13.0,0.145,36.38297972831572,15.00000019767643,
1415.0,-9.68441772,11.4547825,13.0,0.145,40.21276690707293,14.999999623258537,
1416.0,-10.427886,10.7823553,13.0,0.145,44.04255194061375,14.999999741481135,
1417.0,-11.1247816,10.0617714,13.0,0.145,47.87233919579421,15.000000311785213,
1418.0,-11.7719908,9.29624844,13.0,0.145,51.7021273923138,15.0000000817829,
1419.0,-12.3666239,8.48920631,13.0,0.145,55.53191629394405,15.000000348593163,
1420.0,-12.906024,7.64424944,13.0,0.145,59.361703386853776,15.00000016631721,
1421.0,-13.3877821,6.76515198,13.0,0.145,63.19148795358353,14.999999695652608,
1422.0,-13.8097486,5.85583925,13.0,0.145,67.02127661192583,15.000000323901414,
1423.0,-14.1700363,4.92037296,13.0,0.145,70.85106340348244,14.999999960293895,
1424.0,-14.4670372,3.96293092,13.0,0.145,74.68085103224439,14.999999560762523,
1425.0,-14.6994257,2.98778987,12.999999999999998,0.145,78.51063804278738,15.000000140569837,
1426.0,-14.8661623,1.9993042899999998,12.999999999999998,0.145,82.3404256742727,14.999999972465123,
1427.0,-14.9665031,1.0018894699999998,12.999999999999998,0.145,86.17021288359035,14.999999918413549,
1428.0,-15.0,-1.2246467991473544e-16,12.999999999999998,0.145,90.0,15.0,
1429.0,-14.9665031,-1.0018894700000003,12.999999999999998,0.145,93.82978711640962,14.999999918413549,
1430.0,-14.8661623,-1.9993042900000002,12.999999999999998,0.145,97.6595743257273,14.999999972465123,
1431.0,-14.6994257,-2.98778987,12.999999999999998,0.145,101.48936195721265,15.000000140569837,
1432.0,-14.4670372,-3.96293092,13.0,0.145,105.31914896775558,14.999999560762523,
1433.0,-14.1700363,-4.92037296,13.0,0.145,109.14893659651756,14.999999960293895,
1434.0,-13.8097486,-5.85583925,13.0,0.55,112.9787233880742,15.000000323901414,
1435.0,-13.3877821,-6.76515198,13.0,0.55,116.80851204641647,14.999999695652608,
1436.0,-12.906024,-7.64424944,13.0,0.75,120.63829661314622,15.00000016631721,
1437.0,-12.3666239,-8.48920631,13.0,0.75,124.46808370605592,15.000000348593163,
1438.0,-11.7719908,-9.29624844,13.0,0.75,128.2978726076862,15.0000000817829,
1439.0,-11.1247816,-10.0617714,13.0,0.75,132.12766080420582,15.000000311785213,
1440.0,-10.427886,-10.7823553,13.0,0.75,135.95744805938622,14.999999741481135,
1441.0,-9.68441772,-11.4547825,13.0,0.75,139.78723309292704,14.999999623258537,
1442.0,-8.8976965,-12.0760508,13.0,0.145,143.61702027168428,15.00000019767643,
1443.0,-8.07123566,-12.643384,13.0,0.145,147.44680719692434,15.000000135023718,
1444.0,-7.208726409999998,-13.1542492,13.0,0.145,151.27659597763784,15.000000282331067,
1445.0,-6.3140215899999985,-13.6063633,13.0,0.145,155.10638179379953,14.99999969635243,
1446.0,-5.391116619999998,-13.9977093,13.0,0.145,158.93617029944227,15.000000135258222,
1447.0,-4.444133759999998,-14.3265371,13.0,0.145,162.76595687111785,14.999999671814933,
1448.0,-3.477302309999998,-14.5913801,13.000000000000002,0.145,166.59574459991103,15.000000152593577,
1449.0,-2.494940279999998,-14.7910538,13.000000000000002,0.145,170.42553205457614,14.99999998384203,
1450.0,-1.5014353999999983,-14.9246674,13.000000000000002,0.145,174.25531911789753,15.00000017536653,
1451.0,-0.5012246369999983,-14.9916239,13.000000000000002,0.145,178.08510650881095,15.000000443192894,
1452.0,0.5012246370000016,-14.9916239,13.000000000000002,0.145,181.91489349118908,15.000000443192894,
1453.0,1.5014354000000019,-14.9246674,13.000000000000002,0.145,185.7446808821025,15.00000017536653,
1454.0,2.4949402800000016,-14.791053799999998,13.000000000000002,0.145,189.57446794542386,14.999999983842029,
