Node,X,Y,Z,Magnitude,Theta,Radius,Alpha
1.0,14.966503100000002,1.0018894700000027,30.0,0.0,273.82978711640965,14.999999918413552,
2.0,14.866162300000001,1.9993042900000026,30.0,0.0,277.65957432572736,14.999999972465124,
3.0,14.699425700000003,2.9877898700000025,30.0,0.0,281.4893619572127,15.000000140569838,
4.0,14.467037200000002,3.9629309200000025,30.0,0.0,285.3191489677556,14.999999560762525,
5.0,14.170036300000001,4.920372960000003,30.0,0.0,289.14893659651756,14.999999960293897,
6.0,13.809748600000002,5.8558392500000025,30.0,0.0,292.97872338807423,15.000000323901418,
7.0,13.387782100000003,6.765151980000002,30.0,0.0,296.80851204641647,14.999999695652612,
8.0,12.906024000000002,7.644249440000003,30.0,0.0,300.6382966131462,15.000000166317212,
9.0,12.366623900000002,8.489206310000002,30.0,0.0,304.46808370605595,15.000000348593167,
10.0,11.771990800000001,9.296248440000001,30.0,0.0,308.29787260768626,15.000000081782904,
11.0,11.124781600000002,10.061771400000001,30.0,0.0,312.12766080420585,15.000000311785216,
12.0,10.427886000000003,10.782355300000003,30.0,0.0,315.95744805938625,14.999999741481137,
13.0,9.684417720000003,11.454782500000002,30.0,0.0,319.78723309292707,14.99999962325854,
14.0,8.897696500000002,12.076050800000003,30.0,0.0,323.6170202716843,15.000000197676432,
15.0,8.071235660000001,12.643384000000001,30.0,0.0,327.44680719692434,15.000000135023722,
16.0,7.208726410000001,13.154249200000002,30.0,0.0,331.27659597763784,15.00000028233107,
17.0,6.314021590000001,13.606363300000002,30.0,0.0,335.1063817937995,14.999999696352432,
18.0,5.391116620000001,13.997709300000002,30.0,0.0,338.93617029944227,15.000000135258224,
19.0,4.444133760000001,14.326537100000001,30.0,0.0,342.76595687111785,14.999999671814937,
20.0,3.4773023100000007,14.591380100000002,30.0,0.0,346.59574459991103,15.000000152593579,
21.0,2.4949402800000007,14.791053800000002,30.0,0.0,350.42553205457614,14.999999983842033,
22.0,1.501435400000001,14.924667400000002,30.0,0.0,354.2553191178975,15.000000175366532,
23.0,0.501224637000001,14.991623900000002,30.0,0.0,358.0851065088109,15.000000443192896,
24.0,-0.501224636999999,14.991623900000002,30.0,0.0,1.9148934911890478,15.000000443192896,
25.0,-1.5014353999999992,14.924667400000002,30.0,0.0,5.744680882102443,15.000000175366532,
26.0,-2.494940279999999,14.791053800000002,30.0,0.0,9.574467945423862,14.999999983842033,
27.0,-3.477302309999999,14.591380100000002,30.0,0.0,13.40425540008897,15.000000152593579,
28.0,-4.444133759999999,14.326537100000001,30.0,0.0,17.23404312888215,14.999999671814937,
29.0,-5.391116619999999,13.997709300000002,30.0,0.0,21.063829700557733,15.000000135258224,
30.0,-6.314021589999999,13.606363300000002,30.0,0.0,24.893618206200472,14.999999696352432,
31.0,-7.208726409999999,13.154249200000002,30.0,0.0,28.72340402236216,15.00000028233107,
32.0,-8.071235659999997,12.643384000000001,30.0,0.0,32.55319280307566,15.00000013502372,
33.0,-8.897696499999999,12.076050800000003,30.0,0.0,36.38297972831572,15.000000197676428,
34.0,-9.684417719999999,11.454782500000002,30.0,0.0,40.21276690707293,14.999999623258537,
35.0,-10.427885999999999,10.782355300000003,30.0,0.0,44.04255194061375,14.999999741481135,
36.0,-11.124781599999999,10.061771400000001,30.0,0.0,47.8723391957941,15.000000311785215,
37.0,-11.771990799999998,9.296248440000001,30.0,0.0,51.70212739231374,15.0000000817829,
38.0,-12.366623899999999,8.489206310000002,30.0,0.0,55.53191629394405,15.000000348593163,
39.0,-12.906023999999999,7.644249440000001,30.0,0.0,59.36170338685372,15.000000166317209,
40.0,-13.387782099999999,6.765151980000001,30.0,0.0,63.19148795358353,14.999999695652606,
