Node,X,Y,Z,Imperfection
182.0,13.809748600000002,-5.855839249999997,29.0,0.0
183.0,14.170036300000001,-4.920372959999997,29.0,0.0
184.0,15.913740962363102,-4.35922402360445,29.0,1.4999999999999998
185.0,16.169368256224697,-3.2865688542000417,29.0,1.5000000000000002
186.0,16.35277853272892,-2.1992347193670008,29.0,1.5
187.0,16.46315341814043,-1.1020784175449347,29.0,1.5
188.0,15.000000000000002,2.6942229581241772e-15,29.0,0.0
189.0,14.966503100000002,1.0018894700000027,28.0,0.0
190.0,14.866162300000001,1.9993042900000026,28.0,0.0
191.0,14.699425700000003,2.9877898700000025,28.0,0.0
192.0,14.467037200000002,3.9629309200000025,28.0,0.0
193.0,14.170036300000001,4.920372960000003,28.0,0.0
194.0,13.809748600000002,5.8558392500000025,28.0,0.0
195.0,13.387782100000003,6.765151980000002,28.0,0.0
196.0,12.906024000000002,7.644249440000003,28.0,0.0
197.0,12.366623900000002,8.489206310000002,28.0,0.0
198.0,11.771990800000001,9.296248440000001,28.0,0.0
199.0,11.124781600000002,10.061771400000001,28.0,0.0
200.0,10.427886000000003,10.782355300000003,28.0,0.0
201.0,9.684417720000003,11.454782500000002,28.0,0.0
202.0,8.897696500000002,12.076050800000003,28.0,0.0
203.0,8.071235660000001,12.643384000000001,28.0,0.0
204.0,7.208726410000001,13.154249200000002,28.0,0.0
205.0,6.314021590000001,13.606363300000002,28.0,0.0
206.0,5.391116620000001,13.997709300000002,28.0,0.0
207.0,4.444133760000001,14.326537100000001,28.0,0.0
208.0,3.4773023100000007,14.591380100000002,28.0,0.0
209.0,2.4949402800000007,14.791053800000002,28.0,0.0
210.0,1.501435400000001,14.924667400000002,28.0,0.0
211.0,0.5012246370000008,14.991623900000002,28.0,0.0
212.0,-0.5012246369999992,14.991623900000002,28.0,0.0
213.0,-1.5014353999999992,14.924667400000002,28.0,0.0
214.0,-2.494940279999999,14.791053800000002,28.0,0.0
215.0,-3.477302309999999,14.591380100000002,28.0,0.0
216.0,-4.444133759999999,14.326537100000001,28.0,0.0
217.0,-5.391116619999999,13.997709300000002,28.0,0.0
218.0,-6.314021589999999,13.606363300000002,28.0,0.0
219.0,-7.208726409999999,13.154249200000002,28.0,0.0
